0,0.248046875
1,0.236328125
2,0.236328125
3,0.2412109375
4,0.244140625
5,0.234375
6,0.2421875
7,0.2333984375
8,0.234375
9,0.23046875
10,0.228515625
11,0.23046875
12,0.2314453125
13,0.234375
14,0.240234375
15,0.2392578125
16,0.240234375
17,0.2451171875
18,0.24609375
19,0.2470703125
20,0.251953125
21,0.25390625
22,0.251953125
23,0.2578125
24,0.26171875
25,0.263671875
26,0.267578125
27,0.26953125
28,0.27734375
29,0.279296875
30,0.283203125
31,0.2890625
32,0.29296875
33,0.296875
34,0.30078125
35,0.3046875
36,0.310546875
37,0.31640625
38,0.3203125
39,0.328125
40,0.333984375
41,0.33984375
42,0.345703125
43,0.353515625
44,0.359375
45,0.3671875
46,0.375
47,0.384765625
48,0.392578125
49,0.400390625
