0,0.12060546875
1,0.10400390625
2,0.10693359375
3,0.1083984375
4,0.10205078125
5,0.09423828125
6,0.08837890625
7,0.0849609375
8,0.0849609375
9,0.08544921875
10,0.08349609375
11,0.07666015625
12,0.072265625
13,0.072265625
14,0.07177734375
15,0.072265625
16,0.0693359375
17,0.0703125
18,0.0703125
19,0.06884765625
20,0.07275390625
21,0.07373046875
22,0.07373046875
23,0.07568359375
24,0.0751953125
25,0.078125
26,0.07958984375
27,0.0810546875
28,0.0830078125
29,0.08544921875
30,0.087890625
31,0.09130859375
32,0.09423828125
33,0.09912109375
34,0.10302734375
35,0.10888671875
36,0.11328125
37,0.1181640625
38,0.125
39,0.1318359375
40,0.1376953125
41,0.1435546875
42,0.1513671875
43,0.16015625
44,0.166015625
45,0.1748046875
46,0.181640625
47,0.1904296875
48,0.19921875
49,0.205078125
