0,0.1787109375
1,0.166015625
2,0.1708984375
3,0.1357421875
4,0.130859375
5,0.11962890625
6,0.12353515625
7,0.125
8,0.1259765625
9,0.12109375
10,0.12109375
11,0.1142578125
12,0.11376953125
13,0.10986328125
14,0.11181640625
15,0.11181640625
16,0.10693359375
17,0.11376953125
18,0.11181640625
19,0.11376953125
20,0.1123046875
21,0.1181640625
22,0.11376953125
23,0.115234375
24,0.1181640625
25,0.11962890625
26,0.119140625
27,0.12109375
28,0.12158203125
29,0.12451171875
30,0.1259765625
31,0.1279296875
32,0.130859375
33,0.1328125
34,0.1376953125
35,0.1416015625
36,0.1455078125
37,0.1494140625
38,0.154296875
39,0.162109375
40,0.166015625
41,0.171875
42,0.177734375
43,0.185546875
44,0.1923828125
45,0.2001953125
46,0.2060546875
47,0.212890625
48,0.220703125
49,0.2255859375
